role,player_id,player_name,challenge_team_abbr,attempts,overturns,confirms,overturn_rate,direct_wpa,option_wpa_proxy,total_xwpa,risk_adjusted_xwpa,xwpa_per_challenge,risk_adjusted_per_challenge,wpa_if_overturned,savant_challenge_runs,strikeout_flips,walk_flips,exhausting_fails,missed_opportunities,missed_xwpa,missed_xwpa_per_opportunity,missed_wpa_if_overturned,avg_missed_overturn_probability,avg_zone_distance_inches,missed_batting_xwpa,missed_fielding_xwpa,decision_xwpa
catcher,521692,Salvador Perez,KC,25,19,6,0.76,0.35032713936378296,-0.1356,0.35032713936378296,0.21472713936378293,0.014013085574551318,0.008589085574551318,0.47037119902663577,2.748829032946024,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35032713936378296
fielder_challenger,521692,Salvador Perez,KC,25,19,6,0.76,0.35032713936378296,-0.1356,0.35032713936378296,0.21472713936378293,0.014013085574551318,0.008589085574551318,0.47037119902663577,2.748829032946024,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35032713936378296
catcher,663728,Cal Raleigh,SEA,26,15,11,0.5769230769230769,0.34954822869541075,-0.24860000000000002,0.34954822869541075,0.10094822869541074,0.013444162642131182,0.003882624180592721,0.672301360813606,1.7208313013408105,5,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34954822869541075
catcher,664954,Brett Sullivan,COL,24,14,10,0.5833333333333334,0.3425045558306397,-0.22600000000000003,0.3425045558306397,0.11650455583063972,0.014271023159609987,0.004854356492943321,0.46078682034306695,1.3004830670131142,6,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3425045558306397
fielder_challenger,664954,Brett Sullivan,COL,23,14,9,0.6086956521739131,0.3425045558306397,-0.20340000000000003,0.3425045558306397,0.13910455583063971,0.014891502427419118,0.006048024166549553,0.42392171767613496,1.5264830670131142,6,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3425045558306397
catcher,608348,Carson Kelly,CHC,14,12,2,0.8571428571428571,0.34155800973624917,-0.045200000000000004,0.34155800973624917,0.2963580097362492,0.02439700069544637,0.021168429266874945,0.37156060473656993,3.7345275966000857,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34155800973624917
fielder_challenger,608348,Carson Kelly,CHC,14,12,2,0.8571428571428571,0.34155800973624917,-0.045200000000000004,0.34155800973624917,0.2963580097362492,0.02439700069544637,0.021168429266874945,0.37156060473656993,3.7345275966000857,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34155800973624917
catcher,680777,Ryan Jeffers,MIN,28,17,11,0.6071428571428571,0.3356191548367636,-0.24860000000000002,0.3356191548367636,0.08701915483676355,0.01198639838702727,0.003107826958455841,0.5241688273215056,1.1472609320062748,11,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3356191548367636
fielder_challenger,680777,Ryan Jeffers,MIN,28,17,11,0.6071428571428571,0.3356191548367636,-0.24860000000000002,0.3356191548367636,0.08701915483676355,0.01198639838702727,0.003107826958455841,0.5241688273215056,1.1472609320062748,11,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3356191548367636
catcher,663743,Nick Fortes,TB,30,19,11,0.6333333333333333,0.33302361673931014,-0.24860000000000002,0.33302361673931014,0.08442361673931009,0.01110078722464367,0.002814120557977003,0.48460075485674187,0.3645231623242762,3,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33302361673931014
fielder_challenger,663743,Nick Fortes,TB,30,19,11,0.6333333333333333,0.33302361673931014,-0.24860000000000002,0.33302361673931014,0.08442361673931009,0.01110078722464367,0.002814120557977003,0.48460075485674187,0.3645231623242762,3,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33302361673931014
fielder_challenger,669127,Shea Langeliers,ATH,22,11,11,0.5,0.3213179466979157,-0.24860000000000002,0.3213179466979157,0.07271794669791569,0.014605361213541623,0.003305361213541622,0.5050894838595174,0.03211552491906014,4,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3213179466979157
fielder_challenger,663728,Cal Raleigh,SEA,24,14,10,0.5833333333333334,0.3181632516851535,-0.22600000000000003,0.3181632516851535,0.09216325168515352,0.013256802153548063,0.0038401354868813965,0.5468306688320539,1.6672820141754974,4,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3181632516851535
catcher,671056,Ivan Herrera,STL,13,10,3,0.7692307692307693,0.31105425081559357,-0.0678,0.31105425081559357,0.24325425081559354,0.023927250062737968,0.01871186544735335,0.3383323134767537,1.6751298407234845,3,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31105425081559357
fielder_challenger,671056,Ivan Herrera,STL,13,10,3,0.7692307692307693,0.31105425081559357,-0.0678,0.31105425081559357,0.24325425081559354,0.023927250062737968,0.01871186544735335,0.3383323134767537,1.6751298407234845,3,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31105425081559357
catcher,661388,William Contreras,MIL,34,18,16,0.5294117647058824,0.28702800741605256,-0.36160000000000003,0.28702800741605256,-0.07457199258394748,0.008442000218119193,-0.002193293899527867,0.8653985702002016,-1.2300512079566734,2,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28702800741605256
fielder_challenger,661388,William Contreras,MIL,34,18,16,0.5294117647058824,0.28702800741605256,-0.36160000000000003,0.28702800741605256,-0.07457199258394748,0.008442000218119193,-0.002193293899527867,0.8653985702002016,-1.2300512079566734,2,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28702800741605256
catcher,595978,Austin Hedges,CLE,16,11,5,0.6875,0.28175423227077545,-0.11300000000000002,0.28175423227077545,0.16875423227077543,0.017609639516923466,0.010547139516923465,0.3651950801082055,1.362842055770171,5,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28175423227077545
fielder_challenger,595978,Austin Hedges,CLE,16,11,5,0.6875,0.28175423227077545,-0.11300000000000002,0.28175423227077545,0.16875423227077543,0.017609639516923466,0.010547139516923465,0.3651950801082055,1.362842055770171,5,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28175423227077545
catcher,682663,Agustin Ramirez,MIA,30,21,9,0.7,0.2788502771469017,-0.20340000000000003,0.2788502771469017,0.07545027714690168,0.009295009238230057,0.0025150092382300562,0.38994157980193894,0.4692316349230113,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2788502771469017
fielder_challenger,682663,Agustin Ramirez,MIA,30,21,9,0.7,0.2788502771469017,-0.20340000000000003,0.2788502771469017,0.07545027714690168,0.009295009238230057,0.0025150092382300562,0.38994157980193894,0.4692316349230113,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2788502771469017
catcher,689414,Liam Hicks,MIA,29,15,14,0.5172413793103449,0.25597954422219366,-0.3164,0.25597954422219366,-0.06042045577780636,0.008826880835248057,-0.0020834639923381503,0.627624407447578,-0.3030204542509449,2,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25597954422219366
fielder_challenger,689414,Liam Hicks,MIA,28,15,13,0.5357142857142857,0.25597954422219366,-0.2938,0.25597954422219366,-0.03782045577780636,0.009142126579364059,-0.001350730563493084,0.623747508269182,-0.07702045425094489,2,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25597954422219366
catcher,642851,Austin Wynns,ATH,17,10,7,0.5882352941176471,0.249488965211229,-0.1582,0.249488965211229,0.09128896521122899,0.014675821483013472,0.005369939130072294,0.38573567552286325,0.7433012186909405,3,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249488965211229
fielder_challenger,642851,Austin Wynns,ATH,17,10,7,0.5882352941176471,0.249488965211229,-0.1582,0.249488965211229,0.09128896521122899,0.014675821483013472,0.005369939130072294,0.38573567552286325,0.7433012186909405,3,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249488965211229
catcher,665561,Rafael Marchan,PHI,16,8,8,0.5,0.23933106382653088,-0.18080000000000002,0.23933106382653088,0.05853106382653086,0.01495819148915818,0.0036581914891581787,0.46077363229622104,1.4322452072449283,3,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23933106382653088
fielder_challenger,665561,Rafael Marchan,PHI,15,8,7,0.5333333333333333,0.23933106382653088,-0.1582,0.23933106382653088,0.08113106382653086,0.01595540425510206,0.005408737588435391,0.4287786960412081,1.6582452072449283,3,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23933106382653088
catcher,686780,Pedro Pages,STL,20,12,8,0.6,0.23693666007757463,-0.18080000000000002,0.23693666007757463,0.05613666007757462,0.011846833003878732,0.002806833003878731,0.4436879516776817,1.1965757021239691,4,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23693666007757463
fielder_challenger,686780,Pedro Pages,STL,19,12,7,0.631578947368421,0.23693666007757463,-0.1582,0.23693666007757463,0.07873666007757461,0.012470350530398666,0.00414403474092498,0.42008723360678957,1.422575702123969,4,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23693666007757463
catcher,666023,Freddy Fermin,SD,16,11,5,0.6875,0.21291953726537652,-0.11300000000000002,0.21291953726537652,0.0999195372653765,0.013307471079086032,0.006244971079086031,0.30523377059695656,0.9149018116016674,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21291953726537652
fielder_challenger,666023,Freddy Fermin,SD,16,11,5,0.6875,0.21291953726537652,-0.11300000000000002,0.21291953726537652,0.0999195372653765,0.013307471079086032,0.006244971079086031,0.30523377059695656,0.9149018116016674,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21291953726537652
catcher,672275,Patrick Bailey,SF,25,12,13,0.48,0.209264273906461,-0.2938,0.209264273906461,-0.08453572609353904,0.00837057095625844,-0.0033814290437415616,0.634994993178898,-0.808067917935493,3,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209264273906461
fielder_challenger,672275,Patrick Bailey,SF,25,12,13,0.48,0.209264273906461,-0.2938,0.209264273906461,-0.08453572609353904,0.00837057095625844,-0.0033814290437415616,0.634994993178898,-0.808067917935493,3,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209264273906461
catcher,605170,Victor Caratini,MIN,14,10,4,0.7142857142857143,0.20323979284968918,-0.09040000000000001,0.20323979284968918,0.11283979284968917,0.014517128060692084,0.008059985203549226,0.29313491295622685,0.8985603321049591,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20323979284968918
fielder_challenger,605170,Victor Caratini,MIN,14,10,4,0.7142857142857143,0.20323979284968918,-0.09040000000000001,0.20323979284968918,0.11283979284968917,0.014517128060692084,0.008059985203549226,0.29313491295622685,0.8985603321049591,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20323979284968918
catcher,682626,Francisco Alvarez,NYM,21,14,7,0.6666666666666666,0.1968148372437456,-0.1582,0.1968148372437456,0.03861483724374559,0.009372135106845028,0.001838801773511695,0.3361171409270374,0.8613410856607158,4,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1968148372437456
pitcher,664854,Ryan Helsley,BAL,4,3,1,0.75,0.19396331869951344,-0.022600000000000002,0.19396331869951344,0.17136331869951343,0.04849082967487836,0.04284082967487836,0.28601751067034986,0.8547118723275327,2,2,1,3,0.03301168707444015,0.011003895691480052,0.1919599906380587,0.37184777220453075,0.3427796603168858,0,0.03301168707444015,0.16095163162507328
catcher,592663,J.T. Realmuto,PHI,10,7,3,0.7,0.19011756480794478,-0.0678,0.19011756480794478,0.12231756480794478,0.01901175648079448,0.012231756480794479,0.2167630567860748,0.9045238173406993,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19011756480794478
pitcher,622491,Luis Castillo,SEA,3,3,0,1.0,0.18731273948324437,0.0,0.18731273948324437,0.18731273948324437,0.06243757982774812,0.06243757982774812,0.18731273948324437,2.0493388565014157,2,1,0,7,0.11721410136068099,0.016744871622954426,0.2408477818342808,0.7033951917747246,1.5357321635438257,0,0.11721410136068099,0.07009863812256338
catcher,668939,Adley Rutschman,BAL,7,6,1,0.8571428571428571,0.18626521522263306,-0.022600000000000002,0.18626521522263306,0.16366521522263305,0.02660931646037615,0.023380745031804723,0.2783194071934695,1.2052567738129403,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18626521522263306
pitcher,678022,Jack Perkins,ATH,3,3,0,1.0,0.18442851833010288,0.0,0.18442851833010288,0.18442851833010288,0.061476172776700956,0.061476172776700956,0.18442851833010288,0.9878085103959902,1,1,0,16,0.19152448472723427,0.011970280295452142,0.4321186485374393,0.6730738136645771,1.525165780160376,0,0.19152448472723427,-0.007095966397131392
pitcher,592791,Jameson Taillon,CHC,5,4,1,0.8,0.17989071529586273,-0.022600000000000002,0.17989071529586273,0.15729071529586272,0.035978143059172546,0.03145814305917254,0.19881268480857348,1.8919173741060895,1,1,0,5,0.03420561412657103,0.006841122825314206,0.11583590312886993,0.5879664317815526,1.116999609991222,0,0.03420561412657103,0.1456851011692917
hitter,805808,Kevin McGonigle,DET,8,6,2,0.75,0.1738358689092226,-0.045200000000000004,0.1738358689092226,0.1286358689092226,0.021729483613652824,0.016079483613652825,0.2803255829988144,0.6406521514184755,0,2,0,18,0.12093217906172377,0.006718454392317987,0.2916620524291749,0.6846881226122119,1.5008792456617164,0.12093217906172377,0,0.052903689847498825
fielder_challenger,592663,J.T. Realmuto,PHI,7,6,1,0.8571428571428571,0.17183936833661523,-0.022600000000000002,0.17183936833661523,0.14923936833661522,0.02454848119094503,0.021319909762373603,0.17541372467225072,1.2503375253964157,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17183936833661523
catcher,673237,Yainer Diaz,HOU,25,15,10,0.6,0.16992443074466904,-0.22600000000000003,0.16992443074466904,-0.05607556925533098,0.006796977229786762,-0.002243022770213239,0.2507732943696727,0.15116370279210747,3,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16992443074466904
fielder_challenger,673237,Yainer Diaz,HOU,24,15,9,0.625,0.16992443074466904,-0.20340000000000003,0.16992443074466904,-0.033475569255330975,0.00708018461436121,-0.0013948153856387906,0.23407041113922164,0.3771637027921075,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16992443074466904
hitter,624413,Pete Alonso,BAL,6,5,1,0.8333333333333334,0.16877018571115243,-0.022600000000000002,0.16877018571115243,0.14617018571115242,0.02812836428519207,0.024361697618525403,0.1783298302559479,1.168207695258763,2,1,0,22,0.21205158564512816,0.009638708438414917,0.5616032044975954,0.6492710045633018,1.3570680023963553,0.21205158564512816,0,-0.04328139993397573
fielder_challenger,682626,Francisco Alvarez,NYM,19,12,7,0.631578947368421,0.16377242635925088,-0.1582,0.16377242635925088,0.005572426359250869,0.008619601387328993,0.0002932855978553089,0.3030747300425427,0.5489090956939943,4,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16377242635925088
pitcher,592773,Ryne Stanek,STL,4,2,2,0.5,0.16257350460501918,-0.045200000000000004,0.16257350460501918,0.11737350460501918,0.040643376151254795,0.029343376151254794,0.20246172654096917,0.3950263033534564,1,1,0,9,0.05392919180720228,0.005992132423022475,0.1628696042930049,0.6138213629820972,1.1448242056233662,0,0.05392919180720228,0.1086443127978169
catcher,680779,Henry Davis,PIT,21,11,10,0.5238095238095238,0.16212634944615453,-0.22600000000000003,0.16212634944615453,-0.06387365055384549,0.007720302354578787,-0.0030416024073259755,0.4556079619256057,-0.4803744499548371,5,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16212634944615453
fielder_challenger,680779,Henry Davis,PIT,18,11,7,0.6111111111111112,0.16212634944615453,-0.1582,0.16212634944615453,0.003926349446154519,0.009007019413675252,0.00021813052478636215,0.363803084788506,0.19762555004516297,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16212634944615453
hitter,681351,Logan O'Hoppe,LAA,2,1,1,0.5,0.1616167616459374,-0.022600000000000002,0.1616167616459374,0.1390167616459374,0.0808083808229687,0.0695083808229687,0.16216584457952032,1.5365225731556686,1,1,1,7,0.03173491517484717,0.004533559310692452,0.08883526442503634,0.6968782125388862,1.5796789819095332,0.03173491517484717,0,0.12988184647109025
catcher,643376,Danny Jansen,TEX,11,8,3,0.7272727272727273,0.1606548051540436,-0.0678,0.1606548051540436,0.09285480515404358,0.014604982286731237,0.00844134592309487,0.252034432919996,0.8479163519641855,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1606548051540436
fielder_challenger,643376,Danny Jansen,TEX,11,8,3,0.7272727272727273,0.1606548051540436,-0.0678,0.1606548051540436,0.09285480515404358,0.014604982286731237,0.00844134592309487,0.252034432919996,0.8479163519641855,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1606548051540436
catcher,669134,Luis Campusano,SD,25,16,9,0.64,0.1589032137006077,-0.20340000000000003,0.1589032137006077,-0.04449678629939232,0.006356128548024308,-0.0017798714519756927,0.4192094600518591,0.2497047479958955,2,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1589032137006077
fielder_challenger,669134,Luis Campusano,SD,25,16,9,0.64,0.1589032137006077,-0.20340000000000003,0.1589032137006077,-0.04449678629939232,0.006356128548024308,-0.0017798714519756927,0.4192094600518591,0.2497047479958955,2,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1589032137006077
catcher,663886,Tyler Stephenson,CIN,16,11,5,0.6875,0.1548699930416427,-0.11300000000000002,0.1548699930416427,0.04186999304164269,0.009679374565102669,0.002616874565102668,0.2658215006568902,0.3245961977177897,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1548699930416427
fielder_challenger,663886,Tyler Stephenson,CIN,16,11,5,0.6875,0.1548699930416427,-0.11300000000000002,0.1548699930416427,0.04186999304164269,0.009679374565102669,0.002616874565102668,0.2658215006568902,0.3245961977177897,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1548699930416427
pitcher,500779,Jose Quintana,COL,3,1,2,0.3333333333333333,0.15475816937870862,-0.045200000000000004,0.15475816937870862,0.10955816937870862,0.05158605645956954,0.036519389792902875,0.20239264020166198,1.328641169874477,1,1,0,11,0.06600240715282818,0.006000218832075289,0.21320532596829467,0.5941695855490586,1.1145780918355126,0,0.06600240715282818,0.08875576222588044
hitter,593428,Xander Bogaerts,SD,7,6,1,0.8571428571428571,0.1517978096896206,-0.022600000000000002,0.1517978096896206,0.12919780968962058,0.02168540138423151,0.018456829955660083,0.15387245833140467,0.9599094739446455,2,0,0,16,0.18136981548238132,0.011335613467648832,0.3971134726244241,0.6547728131659801,1.499230045830247,0.18136981548238132,0,-0.02957200579276073
pitcher,800048,Parker Messick,CLE,6,4,2,0.6666666666666666,0.15147785491155014,-0.045200000000000004,0.15147785491155014,0.10627785491155013,0.025246309151925023,0.01771297581859169,0.20568486080253312,0.6767775971343221,3,1,0,25,0.15532748461543192,0.006213099384617277,0.46647996802180003,0.6305777581793887,1.2630921311973706,0,0.15532748461543192,-0.0038496297038817795
pitcher,605400,Aaron Nola,PHI,3,2,1,0.6666666666666666,0.15113725065786762,-0.022600000000000002,0.15113725065786762,0.12853725065786764,0.05037908355262254,0.042845750219289214,0.16088478633124748,1.9017766594120733,2,2,0,12,0.05486970213908386,0.0045724751782569885,0.21746605875751934,0.6098394880739855,1.1725699272511998,0,0.05486970213908386,0.09626754851878376
pitcher,605488,Jeffrey Springs,ATH,7,5,2,0.7142857142857143,0.1473352390659387,-0.045200000000000004,0.1473352390659387,0.1021352390659387,0.0210478912951341,0.014590748437991243,0.20608191782156138,0.9049022933315277,4,2,1,24,0.1924931785696227,0.008020549107067612,0.4167933184509128,0.6997890865098731,1.503044193499276,0,0.1924931785696227,-0.04515793950368399
pitcher,663687,Hogan Harris,ATH,4,2,2,0.5,0.14595642897665784,-0.045200000000000004,0.14595642897665784,0.10075642897665783,0.03648910724416446,0.025189107244164458,0.164414638166474,0.23479259036139272,1,1,1,14,0.2525914356821577,0.018042245405868407,0.6177638387005555,0.5814010944525722,1.071837053223091,0,0.2525914356821577,-0.10663500670549986
hitter,607208,Trea Turner,PHI,3,1,2,0.3333333333333333,0.13735925001278254,-0.045200000000000004,0.13735925001278254,0.09215925001278254,0.04578641667092751,0.030719750004260846,0.16546916990281818,0.1814942472965952,1,1,0,3,0.019058279199700177,0.006352759733233393,0.04446127290258341,0.673236745861734,1.3482563359448168,0.019058279199700177,0,0.11830097081308236
catcher,669224,Austin Wells,NYY,24,14,10,0.5833333333333334,0.13642227853937333,-0.22600000000000003,0.13642227853937333,-0.08957772146062669,0.0056842616058072224,-0.0037324050608594454,0.2927496401465645,-0.15349188887948667,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13642227853937333
catcher,641680,Jonah Heim,ATL,17,9,8,0.5294117647058824,0.13554357329418776,-0.18080000000000002,0.13554357329418776,-0.04525642670581227,0.007973151370246338,-0.0026621427474007218,0.3013022458477538,-0.3690571539484295,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13554357329418776
fielder_challenger,641680,Jonah Heim,ATL,17,9,8,0.5294117647058824,0.13554357329418776,-0.18080000000000002,0.13554357329418776,-0.04525642670581227,0.007973151370246338,-0.0026621427474007218,0.3013022458477538,-0.3690571539484295,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13554357329418776
hitter,671056,Ivan Herrera,STL,9,6,3,0.6666666666666666,0.13485783220190728,-0.0678,0.13485783220190728,0.06705783220190727,0.014984203577989698,0.007450870244656363,0.18163354747654825,0.8765161977022012,1,2,1,18,0.10289153448431321,0.005716196360239623,0.20406258771785474,0.7587426097435778,1.6980513561492332,0.10289153448431321,0,0.03196629771759407
fielder_challenger,669224,Austin Wells,NYY,22,13,9,0.5909090909090909,0.1332343500657185,-0.20340000000000003,0.1332343500657185,-0.07016564993428152,0.006056106821169022,-0.003189347724285524,0.26790249519036097,0.03619991939781012,3,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1332343500657185
pitcher,641743,Anthony Kay,CWS,5,3,2,0.6,0.1329899433553282,-0.045200000000000004,0.1329899433553282,0.0877899433553282,0.026597988671065644,0.01755798867106564,0.18399415457346108,0.9302856810744932,1,0,1,20,0.1333883384552566,0.006669416922762831,0.3634965457813111,0.649915680664825,1.311006714232277,0,0.1333883384552566,-0.0003983950999283947
hitter,683357,Owen Caissie,MIA,2,1,1,0.5,0.12985090373538982,-0.022600000000000002,0.12985090373538982,0.10725090373538981,0.06492545186769491,0.05362545186769491,0.1978602235970504,0.3634881081886945,1,0,0,5,0.07548134541711496,0.015096269083422991,0.29204890191133204,0.5277622283960346,0.8384596308899152,0.07548134541711496,0,0.05436955831827486
pitcher,621242,Edwin Diaz,LAD,5,3,2,0.6,0.12805372270318427,-0.045200000000000004,0.12805372270318427,0.08285372270318427,0.025610744540636853,0.016570744540636853,0.3039684875072126,0.2545346987932736,2,0,1,1,0.02665629148749476,0.02665629148749476,0.0735887240445472,0.4471299564778046,0.5907947336269093,0,0.02665629148749476,0.1013974312156895
catcher,665966,Carlos Narvaez,BOS,11,4,7,0.36363636363636365,0.12708837288518987,-0.1582,0.12708837288518987,-0.03111162711481013,0.01155348844410817,-0.0028283297377100117,0.2501582077875763,-0.0458756795426872,4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12708837288518987
pitcher,677955,Jaden Hill,COL,2,1,1,0.5,0.12497649644106001,-0.022600000000000002,0.12497649644106001,0.10237649644106,0.06248824822053001,0.05118824822053,0.1428172368923426,0.2630654438560772,1,0,0,4,0.03461749130173628,0.00865437282543407,0.15531002883770353,0.5049740280900182,0.9365362204743712,0,0.03461749130173628,0.09035900513932374
